Description,Country,Revenue
GYMKHANA TREASURE BOOK BOX,Germany,36.0
HAND WARMER BIRD DESIGN,Germany,180.60000000000002
HANGING JAM JAR T-LIGHT HOLDER,Germany,10.2
HEART FILIGREE DOVE  SMALL,Germany,0.0
HEART FILIGREE DOVE LARGE,Germany,0.0
HEART IVORY TRELLIS SMALL,Germany,0.0
HOMEMADE JAM SCENTED CANDLES,Germany,156.6
HOT BATHS METAL SIGN,Germany,0.0
I LOVE LONDON BABY GIFT SET,Germany,0.0
ICE CREAM SUNDAE LIP GLOSS,Germany,90.0
IVORY KITCHEN SCALES,Germany,561.0
JUMBO BAG DOLLY GIRL DESIGN,Germany,19.5
JUMBO BAG STRAWBERRY,Germany,173.42000000000002
JUMBO BAG VINTAGE LEAF,Germany,310.7
JUMBO STORAGE BAG SKULLS,Germany,187.2
LARGE DECO JEWELLERY STAND,Germany,25.0
LUNCH BAG PAISLEY PARK  ,Germany,69.3
LUNCH BOX I LOVE LONDON,Germany,210.6
LUNCH BOX WITH CUTLERY RETROSPOT ,Germany,1134.8999999999999
MAGNETS PACK OF 4 CHILDHOOD MEMORY,Germany,63.75
MEDIUM CERAMIC TOP STORAGE JAR,Germany,30.0
MEMO BOARD RETROSPOT  DESIGN,Germany,301.95
METAL SIGN TAKE IT OR LEAVE IT ,Germany,35.400000000000006
MINI WOODEN HAPPY BIRTHDAY GARLAND,Germany,20.28
MINT KITCHEN SCALES,Germany,795.6
MISELTOE HEART WREATH CREAM,Germany,0.0
Manual,Germany,2296.25
PACK 3 BOXES BIRD PANNETONE ,Germany,696.5999999999999
PACK OF 6 BIRDY GIFT TAGS,Germany,1033.2
PACK OF 6 PANNETONE GIFT BOXES,Germany,45.9
PACK OF 6 SWEETIE GIFT BOXES,Germany,0.0
PANTRY ROLLING PIN,Germany,67.5
PAPER CHAIN KIT VINTAGE CHRISTMAS,Germany,0.0
PAPER LANTERN 9 POINT DELUXE STAR,Germany,0.0
PAPER LANTERN 9 POINT SNOW STAR ,Germany,17.25
PHOTO FRAME CORNICE,Germany,0.0
PICNIC BASKET WICKER SMALL,Germany,47.6
PINK 3 PIECE POLKADOT CUTLERY SET,Germany,67.5
PINK HAPPY BIRTHDAY BUNTING,Germany,365.15
PLASTERS IN TIN SKULLS,Germany,183.14999999999998
PLEASE ONE PERSON METAL SIGN,Germany,0.0
POPCORN HOLDER,Germany,30.599999999999998
POSTAGE,Germany,21001.0
RAIN PONCHO RETROSPOT,Germany,265.2
RED  HARMONICA IN BOX ,Germany,435.0
RED 3 PIECE RETROSPOT CUTLERY SET,Germany,112.5
RED GINGHAM TEDDY BEAR ,Germany,35.400000000000006
RED HANGING HEART T-LIGHT HOLDER,Germany,0.0
RED KITCHEN SCALES,Germany,1339.6000000000001
RED RETROSPOT BUTTER DISH,Germany,314.1
RED RETROSPOT CHARLOTTE BAG,Germany,471.5
RED RETROSPOT CHILDRENS UMBRELLA,Germany,474.5
RED RETROSPOT SHOPPER BAG,Germany,137.5
RED RETROSPOT UMBRELLA,Germany,1117.8000000000002
RED STRIPE CERAMIC DRAWER KNOB,Germany,364.2
REGENCY SUGAR TONGS,Germany,0.0
REGENCY TEA STRAINER,Germany,0.0
RETROSPOT CHILDRENS APRON,Germany,202.79999999999998
RETROSPOT HEART HOT WATER BOTTLE,Germany,428.70000000000005
RETROSPOT LARGE MILK JUG,Germany,89.10000000000001
RETROSPOT PADDED SEAT CUSHION,Germany,578.4
RETROSPOT RED WASHING UP GLOVES,Germany,75.60000000000001
RETROSPOT TEA SET CERAMIC 11 PC ,Germany,445.50000000000006
ROUND CAKE TIN VINTAGE RED,Germany,47.7
ROUND SNACK BOXES SET OF 4 FRUITS ,Germany,1982.4000000000003
SCOTTIE DOG HOT WATER BOTTLE,Germany,148.5
SET 6 PAPER TABLE LANTERN HEARTS ,Germany,67.5
SET 6 PAPER TABLE LANTERN STARS ,Germany,0.0
SET 7 BABUSHKA NESTING BOXES,Germany,673.2
SET OF 2 TEA TOWELS APPLE AND PEARS,Germany,926.4
SET OF 20 KIDS COOKIE CUTTERS,Germany,226.8
SET OF 20 VINTAGE CHRISTMAS NAPKINS,Germany,30.599999999999998
SET OF 3 NOTEBOOKS IN PARCEL,Germany,98.99999999999999
SET OF 36 TEATIME PAPER DOILIES,Germany,105.85
SET OF 4 KNICK KNACK TINS LONDON ,Germany,249.00000000000003
SET OF 6 SOLDIER SKITTLES,Germany,146.25
SET OF 6 SPICE TINS PANTRY DESIGN,Germany,402.6
SET OF 9 BLACK SKULL BALLOONS,Germany,68.0
SET OF 9 HEART SHAPED BALLOONS,Germany,45.0
SET/10 BLUE POLKADOT PARTY CANDLES,Germany,427.5
SET/10 PINK POLKADOT PARTY CANDLES,Germany,487.5
SET/2 RED RETROSPOT TEA TOWELS ,Germany,837.1
SET/3 RED GINGHAM ROSE STORAGE BOX,Germany,146.25
SET/4 WHITE RETRO STORAGE CUBES ,Germany,179.75
SET/5 RED RETROSPOT LID GLASS BOWLS,Germany,247.80000000000004
SET/5 RED SPOTTY LID GLASS BOWLS,Germany,0.0
SKULL LUNCH BOX WITH CUTLERY ,Germany,756.9
SMALL POPCORN HOLDER,Germany,84.14999999999999
SMALL RED RETROSPOT WINDMILL,Germany,135.0
SOAP DISH BROCANTE,Germany,70.80000000000001
SPACEBOY CHILDRENS BOWL,Germany,240.0
STOOL HOME SWEET HOME ,Germany,636.5
STOP FOR TEA WALL ART,Germany,0.0
STRAWBERRY CERAMIC TRINKET BOX,Germany,651.32
STRAWBERRY CHARLOTTE BAG,Germany,185.9
STRAWBERRY FAIRY CAKE TEAPOT,Germany,705.9000000000001
STRAWBERRY LUNCH BOX WITH CUTLERY,Germany,1085.3999999999999
SWEETHEART RECIPE BOOK STAND,Germany,0.0
TABLECLOTH RED APPLES DESIGN ,Germany,289.8
TRADITIONAL WOODEN SKIPPING ROPE,Germany,49.8
TREASURE ISLAND BOOK BOX,Germany,54.0
VILLAGE SHOW WALL ART,Germany,0.0
VINTAGE CHRISTMAS TABLECLOTH,Germany,0.0
VINTAGE SNAP CARDS,Germany,0.0
WHITE SPOT RED CERAMIC DRAWER KNOB,Germany,418.79999999999995
WOODEN CROQUET GARDEN SET,Germany,110.8
WOODEN HAPPY BIRTHDAY GARLAND,Germany,53.10000000000001
WOODEN SCHOOL COLOURING SET,Germany,59.39999999999999
WOODLAND CHARLOTTE BAG,Germany,854.0
WOODLAND MINI BACKPACK,Germany,398.40000000000003
YOU'RE CONFUSING ME METAL SIGN ,Germany,20.28
 SPACEBOY BABY GIFT SET,Netherlands,589.05
15CM CHRISTMAS GLASS BALL 20 LIGHTS,Netherlands,0.0
3 HEARTS HANGING DECORATION RUSTIC,Netherlands,1026.3999999999999
3 PIECE SPACEBOY COOKIE CUTTER SET,Netherlands,1090.8000000000002
3 TIER CAKE TIN GREEN AND CREAM,Netherlands,0.0
3 TIER CAKE TIN RED AND CREAM,Netherlands,0.0
36 DOILIES VINTAGE CHRISTMAS,Netherlands,0.0
36 FOIL HEART CAKE CASES,Netherlands,1634.4
4 TRADITIONAL SPINNING TOPS,Netherlands,0.0
5 HOOK HANGER RED MAGIC TOADSTOOL,Netherlands,2923.2
60 CAKE CASES DOLLY GIRL DESIGN,Netherlands,504.0
60 TEATIME FAIRY CAKE CASES,Netherlands,403.2
ADVENT CALENDAR GINGHAM SACK,Netherlands,0.0
ASSORTED COLOUR BIRD ORNAMENT,Netherlands,464.0
ASSORTED COLOUR MINI CASES,Netherlands,0.0
BAKING MOULD TOFFEE CUP CHOCOLATE,Netherlands,0.0
BEWARE OF THE CAT METAL SIGN ,Netherlands,0.0
BICYCLE SAFTEY WALL ART,Netherlands,0.0
BINGO SET,Netherlands,0.0
BISCUIT TIN 50'S CHRISTMAS,Netherlands,0.0
BISCUIT TIN VINTAGE CHRISTMAS,Netherlands,0.0
BISCUIT TIN VINTAGE GREEN,Netherlands,0.0
BISCUIT TIN VINTAGE RED,Netherlands,0.0
BLACK KITCHEN SCALES,Netherlands,501.50000000000006
BLACK RECORD COVER FRAME,Netherlands,0.0
BLACK/BLUE POLKADOT UMBRELLA,Netherlands,0.0
BLUE 3 PIECE POLKADOT CUTLERY SET,Netherlands,758.1600000000001
BLUE HAPPY BIRTHDAY BUNTING,Netherlands,0.0
BLUE HARMONICA IN BOX ,Netherlands,0.0
BOX OF 6 MINI 50'S CRACKERS,Netherlands,0.0
BOX OF VINTAGE JIGSAW BLOCKS ,Netherlands,0.0
BREAD BIN DINER STYLE IVORY,Netherlands,717.5999999999999
BREAD BIN DINER STYLE MINT,Netherlands,239.2
BUFFALO BILL TREASURE BOOK BOX,Netherlands,0.0
CAKE STAND 3 TIER MAGIC GARDEN,Netherlands,525.5999999999999
CAKE STAND WHITE TWO TIER LACE,Netherlands,0.0
CARRIAGE,Netherlands,0.0
CHARLOTTE BAG APPLES DESIGN,Netherlands,936.85
CHARLOTTE BAG DOLLY GIRL DESIGN,Netherlands,800.5
CHARLOTTE BAG SUKI DESIGN,Netherlands,721.7
CHARLOTTE BAG VINTAGE ALPHABET ,Netherlands,720.85
CHEST OF DRAWERS GINGHAM HEART ,Netherlands,0.0
CHILDREN'S APRON DOLLY GIRL ,Netherlands,925.0
CHILDRENS APRON APPLES DESIGN,Netherlands,675.6
CHILDRENS APRON SPACEBOY DESIGN,Netherlands,1186.2
CHILDRENS CUTLERY CIRCUS PARADE,Netherlands,830.75
CHILDRENS CUTLERY SPACEBOY ,Netherlands,1640.75
CHILLI LIGHTS,Netherlands,0.0
CHOCOLATE HOT WATER BOTTLE,Netherlands,0.0
CHOCOLATE THIS WAY METAL SIGN,Netherlands,0.0
CIRCUS PARADE BABY GIFT SET,Netherlands,358.79999999999995
CLOTHES PEGS RETROSPOT PACK 24 ,Netherlands,1017.5999999999999
COFFEE MUG APPLES DESIGN,Netherlands,226.8
COFFEE MUG PINK PAISLEY DESIGN,Netherlands,0.0
COOK WITH WINE METAL SIGN ,Netherlands,0.0
CREAM CUPID HEARTS COAT HANGER,Netherlands,1789.0
DINOSAUR LUNCH BOX WITH CUTLERY,Netherlands,884.55
DOG LICENCE WALL ART,Netherlands,0.0
DOLLY GIRL BABY GIFT SET,Netherlands,661.8
DOLLY GIRL CHILDRENS BOWL,Netherlands,504.85
DOORMAT FANCY FONT HOME SWEET HOME,Netherlands,0.0
DOORMAT TOPIARY,Netherlands,0.0
DOORMAT UNION FLAG,Netherlands,0.0
EDWARDIAN PARASOL BLACK,Netherlands,0.0
EDWARDIAN PARASOL NATURAL,Netherlands,0.0
EDWARDIAN PARASOL PINK,Netherlands,0.0
EDWARDIAN PARASOL RED,Netherlands,0.0
ENAMEL MEASURING JUG CREAM,Netherlands,0.0
FILIGRIS HEART WITH BUTTERFLY,Netherlands,1155.8400000000001
FOLKART ZINC HEART CHRISTMAS DEC,Netherlands,931.4399999999999
FOOD COVER WITH BEADS SET 2 ,Netherlands,169.5
FUNKY DIVA PEN,Netherlands,0.0
GINGERBREAD MAN COOKIE CUTTER,Netherlands,685.5600000000001
GINGHAM HEART DECORATION,Netherlands,1347.84
GLASS JAR MARMALADE ,Netherlands,0.0
GYMKHANA TREASURE BOOK BOX,Netherlands,0.0
HAND WARMER BIRD DESIGN,Netherlands,532.8000000000001
HANGING JAM JAR T-LIGHT HOLDER,Netherlands,0.0
HEART FILIGREE DOVE  SMALL,Netherlands,640.5600000000001
HEART FILIGREE DOVE LARGE,Netherlands,646.2
HEART IVORY TRELLIS SMALL,Netherlands,640.5600000000001
HOMEMADE JAM SCENTED CANDLES,Netherlands,0.0
HOT BATHS METAL SIGN,Netherlands,0.0
I LOVE LONDON BABY GIFT SET,Netherlands,0.0
ICE CREAM SUNDAE LIP GLOSS,Netherlands,499.20000000000005
IVORY KITCHEN SCALES,Netherlands,627.3000000000001
JUMBO BAG DOLLY GIRL DESIGN,Netherlands,694.8
JUMBO BAG STRAWBERRY,Netherlands,839.0
JUMBO BAG VINTAGE LEAF,Netherlands,0.0
JUMBO STORAGE BAG SKULLS,Netherlands,724.88
LARGE DECO JEWELLERY STAND,Netherlands,0.0
LUNCH BAG PAISLEY PARK  ,Netherlands,726.65
LUNCH BOX I LOVE LONDON,Netherlands,387.0
LUNCH BOX WITH CUTLERY RETROSPOT ,Netherlands,1514.55
MAGNETS PACK OF 4 CHILDHOOD MEMORY,Netherlands,572.4
MEDIUM CERAMIC TOP STORAGE JAR,Netherlands,99.84
MEMO BOARD RETROSPOT  DESIGN,Netherlands,544.0
METAL SIGN TAKE IT OR LEAVE IT ,Netherlands,0.0
MINI WOODEN HAPPY BIRTHDAY GARLAND,Netherlands,0.0
MINT KITCHEN SCALES,Netherlands,226.10000000000002
MISELTOE HEART WREATH CREAM,Netherlands,0.0
Manual,Netherlands,0.0
PACK 3 BOXES BIRD PANNETONE ,Netherlands,158.39999999999998
PACK OF 6 BIRDY GIFT TAGS,Netherlands,305.28000000000003
PACK OF 6 PANNETONE GIFT BOXES,Netherlands,0.0
PACK OF 6 SWEETIE GIFT BOXES,Netherlands,0.0
PANTRY ROLLING PIN,Netherlands,0.0
PAPER CHAIN KIT VINTAGE CHRISTMAS,Netherlands,0.0
PAPER LANTERN 9 POINT DELUXE STAR,Netherlands,0.0
PAPER LANTERN 9 POINT SNOW STAR ,Netherlands,0.0
PHOTO FRAME CORNICE,Netherlands,0.0
PICNIC BASKET WICKER SMALL,Netherlands,0.0
PINK 3 PIECE POLKADOT CUTLERY SET,Netherlands,514.08
PINK HAPPY BIRTHDAY BUNTING,Netherlands,0.0
PLASTERS IN TIN SKULLS,Netherlands,835.1999999999999
PLEASE ONE PERSON METAL SIGN,Netherlands,0.0
POPCORN HOLDER,Netherlands,0.0
POSTAGE,Netherlands,1557.0
RAIN PONCHO RETROSPOT,Netherlands,517.2
RED  HARMONICA IN BOX ,Netherlands,0.0
RED 3 PIECE RETROSPOT CUTLERY SET,Netherlands,758.1600000000001
RED GINGHAM TEDDY BEAR ,Netherlands,244.79999999999998
RED HANGING HEART T-LIGHT HOLDER,Netherlands,17.700000000000003
RED KITCHEN SCALES,Netherlands,768.4000000000001
RED RETROSPOT BUTTER DISH,Netherlands,0.0
RED RETROSPOT CHARLOTTE BAG,Netherlands,1512.0
RED RETROSPOT CHILDRENS UMBRELLA,Netherlands,0.0
RED RETROSPOT SHOPPER BAG,Netherlands,530.0
RED RETROSPOT UMBRELLA,Netherlands,0.0
RED STRIPE CERAMIC DRAWER KNOB,Netherlands,338.52
REGENCY SUGAR TONGS,Netherlands,199.68
REGENCY TEA STRAINER,Netherlands,315.84000000000003
RETROSPOT CHILDRENS APRON,Netherlands,594.0
RETROSPOT HEART HOT WATER BOTTLE,Netherlands,612.0
RETROSPOT LARGE MILK JUG,Netherlands,0.0
RETROSPOT PADDED SEAT CUSHION,Netherlands,0.0
RETROSPOT RED WASHING UP GLOVES,Netherlands,50.400000000000006
RETROSPOT TEA SET CERAMIC 11 PC ,Netherlands,0.0
ROUND CAKE TIN VINTAGE RED,Netherlands,0.0
ROUND SNACK BOXES SET OF 4 FRUITS ,Netherlands,4039.2
SCOTTIE DOG HOT WATER BOTTLE,Netherlands,0.0
SET 6 PAPER TABLE LANTERN HEARTS ,Netherlands,631.6800000000001
SET 6 PAPER TABLE LANTERN STARS ,Netherlands,789.6000000000001
SET 7 BABUSHKA NESTING BOXES,Netherlands,200.60000000000002
SET OF 2 TEA TOWELS APPLE AND PEARS,Netherlands,1075.4
SET OF 20 KIDS COOKIE CUTTERS,Netherlands,25.200000000000003
SET OF 20 VINTAGE CHRISTMAS NAPKINS,Netherlands,0.0
SET OF 3 NOTEBOOKS IN PARCEL,Netherlands,696.0
SET OF 36 TEATIME PAPER DOILIES,Netherlands,720.0
SET OF 4 KNICK KNACK TINS LONDON ,Netherlands,544.15
SET OF 6 SOLDIER SKITTLES,Netherlands,0.0
SET OF 6 SPICE TINS PANTRY DESIGN,Netherlands,0.0
SET OF 9 BLACK SKULL BALLOONS,Netherlands,322.0
SET OF 9 HEART SHAPED BALLOONS,Netherlands,15.0
SET/10 BLUE POLKADOT PARTY CANDLES,Netherlands,945.8400000000001
SET/10 PINK POLKADOT PARTY CANDLES,Netherlands,915.8400000000001
SET/2 RED RETROSPOT TEA TOWELS ,Netherlands,608.5
SET/3 RED GINGHAM ROSE STORAGE BOX,Netherlands,503.16
SET/4 WHITE RETRO STORAGE CUBES ,Netherlands,0.0
SET/5 RED RETROSPOT LID GLASS BOWLS,Netherlands,163.2
SET/5 RED SPOTTY LID GLASS BOWLS,Netherlands,0.0
SKULL LUNCH BOX WITH CUTLERY ,Netherlands,630.0
SMALL POPCORN HOLDER,Netherlands,10.2
SMALL RED RETROSPOT WINDMILL,Netherlands,0.0
SOAP DISH BROCANTE,Netherlands,23.6
SPACEBOY CHILDRENS BOWL,Netherlands,857.2500000000001
STOOL HOME SWEET HOME ,Netherlands,0.0
STOP FOR TEA WALL ART,Netherlands,0.0
STRAWBERRY CERAMIC TRINKET BOX,Netherlands,30.0
STRAWBERRY CHARLOTTE BAG,Netherlands,512.5
STRAWBERRY FAIRY CAKE TEAPOT,Netherlands,0.0
STRAWBERRY LUNCH BOX WITH CUTLERY,Netherlands,2033.85
SWEETHEART RECIPE BOOK STAND,Netherlands,190.4
TABLECLOTH RED APPLES DESIGN ,Netherlands,34.0
TRADITIONAL WOODEN SKIPPING ROPE,Netherlands,0.0
TREASURE ISLAND BOOK BOX,Netherlands,0.0
VILLAGE SHOW WALL ART,Netherlands,0.0
VINTAGE CHRISTMAS TABLECLOTH,Netherlands,0.0
VINTAGE SNAP CARDS,Netherlands,0.0
WHITE SPOT RED CERAMIC DRAWER KNOB,Netherlands,527.04
WOODEN CROQUET GARDEN SET,Netherlands,14.95
WOODEN HAPPY BIRTHDAY GARLAND,Netherlands,0.0
WOODEN SCHOOL COLOURING SET,Netherlands,210.45
WOODLAND CHARLOTTE BAG,Netherlands,1664.5
WOODLAND MINI BACKPACK,Netherlands,750.0
YOU'RE CONFUSING ME METAL SIGN ,Netherlands,0.0
